"id","y"
1,4.33228716567104
2,8.99514367959701
3,6.40275152051674
4,8.3769031873583
5,5.02854360649403
6,10.2099918835331
7,5.36174699120082
8,6.20231766975708
9,7.84741847469094
10,4.93258486995648
11,7.29609973838306
12,6.47910864889498
13,5.16304812823369
14,4.75640880785442
15,4.7394795719803
16,6.68267746424272
17,3.65681060225335
18,3.46965417389459
19,7.32678711974844
20,5.46079828134278
21,4.90848952550747
22,8.28850790001203
23,4.63759470115003
24,7.5070981934439
25,7.07618815063014
26,2.56117368216945
27,12.4233765165692
28,7.24992369611243
29,7.13599976333003
30,7.49099208797486
31,7.00062883736427
32,9.25685030329685
33,6.69127034305554
34,6.39122382424198
35,6.23335296656471
36,5.09543721483874
37,8.67347297827641
38,11.5918289124821
39,8.51927340211472
40,7.25268716268559
41,4.79773425003407
42,4.45790159801999
43,8.94915816502
44,6.36816212178031
45,5.35218642937865
46,8.19548923371146
47,5.45669062764712
48,3.13461256561419
49,7.00610139874065
50,4.81135809641304
51,4.19604757503366
52,6.31501588399976
53,8.88106123743566
54,9.91548822436183
55,8.78720015207065
56,7.27446313521025
57,10.0471459770859
58,0.786631394625643
59,8.44392352963143
60,8.27331664718137
61,7.37661709253214
62,5.54443748738465
63,3.9412235593284
64,10.6510278460257
65,5.4787594867959
66,9.04580088399471
67,8.09045797284095
68,3.68627686327409
69,8.24382561966465
70,4.28207206837012
71,7.36227538390324
72,5.01359203585949
73,5.90099464032067
74,7.61549173946105
75,5.08136622186334
76,4.13419654954031
77,6.8602407095119
78,7.16962011602376
79,5.7294840130195
80,2.68829723184528
81,6.58527111355799
82,4.0856425392358
83,8.00134559017029
84,5.54894062507264
85,5.19003094088187
86,5.7736138124368
87,11.4858797975087
88,5.01628974883057
89,4.39010561272597
90,10.2552312495931
91,8.58872653789092
92,4.78716033822446
93,6.06811150678017
94,4.5105479479602
95,7.94051347972909
96,2.72066553034804
97,4.92567608476988
98,7.81650593239039
99,7.48894206895487
100,9.26750824971387
101,3.17470614361115
102,2.69914843080052
103,7.37435218727153
104,2.65412151831328
105,8.104919795197
106,6.68634003370775
107,6.76411385096367
108,8.90440803297874
109,7.06446934377799
110,6.48894533656276
111,5.09121538196308
112,6.1124992683081
113,4.35026099017013
114,7.57216328763987
115,7.03321912459451
116,7.81705058106244
117,7.32376435669836
118,9.39114754513174
119,4.36448511331303
120,2.17644676294522
121,8.62309705412409
122,5.57494162122798
123,7.95392733577297
124,1.59540131346218
125,8.33513604512453
126,8.49021915413957
127,7.64000529642341
128,6.07007896931841
129,6.6292142322132
130,7.1096238830474
131,11.4517039667893
132,3.04418228434974
133,5.51850297741739
134,7.86654077634051
135,7.3156345940287
136,6.4041285072987
137,8.84952358642785
138,7.28853910867067
139,9.61252859360436
140,6.17210409981388
141,3.88158218421379
142,5.77016927953004
143,6.10458988523314
144,5.79190018282946
145,6.76790388359297
146,7.56604703979761
147,8.07458088593392
148,6.48583361753202
149,7.01539657463683
150,6.2958073801626
151,5.34715622169462
152,5.88156052329457
153,8.02607699074441
154,6.46168447312753
155,7.07960793267315
156,5.63387968659531
157,6.97367584606369
158,6.79787224129557
159,7.72385536822595
160,8.14869100304844
161,8.54294699208719
162,7.20612691444965
163,7.80535578483537
164,6.33208480447929
165,8.54867312421511
166,8.6838824832495
167,12.393645354907
168,3.56831852375817
169,6.09606405069215
170,5.38745593417167
171,7.1382835093005
172,4.45208685037972
173,8.7036869646859
174,3.79324607195402
175,8.1277023713769
176,5.82506236135975
177,6.55141284741973
178,3.7440472221163
179,6.81069684866598
180,7.10769238576437
181,5.2624972435208
182,4.31122882807434
183,5.73061504689438
184,9.69117528707029
185,2.44872246863928
186,6.28335737123721
187,4.43673502395962
188,3.24529499707093
189,4.85137467271116
190,2.43737588184576
191,8.21669852040589
192,8.74713922147109
193,7.35824965527917
194,4.26350939253127
195,7.79376706098208
196,11.7945084640594
197,8.43199400150685
198,10.9765087984852
199,5.60901380536745
200,7.07514818928394
201,4.19423729172819
202,5.04634258831679
203,11.1809829218369
204,7.32780112626887
205,6.56370147898101
206,4.58802583864797
207,5.83052416568995
208,11.728053076164
209,7.20446180696822
210,9.518684023026
211,6.95577319164954
